"";"X";"id";"first_name";"second_name";"name";"singular_name";"form";"selected_by_percent";"total_points";"goals_scored";"assists";"clean_sheets";"transfers_in_event";"transfers_out_event";"event_points";"points_per_game";"goals_conceded";"yellow_cards";"red_cards";"saves";"bonus";"bps";"influence";"creativity";"threat";"ict_index";"value_form";"value_season";"news";"now_cost";"ep_this";"ep_next";"chance_of_playing_this_round";"in_dreamteam";"dreamteam_count";"minutes";"element_type";"team_code"
"578";578;569;"Samir";"Nasri";"West Ham";"Midfielder";1,2;0,3;14;0;2;1;299;1020;4;2,8;2;0;0;0;0;61;49,8;86,6;28;16,4;0,2;2,7;"";5,2;1,7;1,2;100;FALSE;0;243;3;21
"579";579;605;"Ben";"Johnson";"West Ham";"Defender";0,5;0;2;0;0;0;100;91;0;2;1;0;0;0;0;6;7,8;0,4;0;0,8;0,1;0,5;"";4;1;0,5;100;FALSE;0;62;2;21
"580";580;421;"John";"Ruddy";"Wolves";"Goalkeeper";1,8;0,2;7;0;0;1;143;119;0;7;0;0;0;3;0;25;26,6;0;0;2,7;0,4;1,7;"";4,2;0;3,1;NA;FALSE;0;90;1;39
"581";581;422;"Will";"Norris";"Wolves";"Goalkeeper";0;2,2;0;0;0;0;1555;1063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";3,9;0;-0,5;NA;FALSE;0;0;1;39
"582";582;423;"Willy";"Boly";"Wolves";"Defender";2,8;4,6;91;3;0;6;15123;2517;0;3,3;33;2;1;0;8;481;762,2;76,8;218;105,3;0,6;19,8;"";4,6;0;5,1;100;FALSE;2;2448;2;39
"583";583;424;"Barry";"Douglas";"Wolves";"Defender";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Leeds";5;0;0;0;FALSE;0;0;2;39
"584";584;425;"Matt";"Doherty";"Wolves";"Defender";2;23,5;112;3;6;6;25161;8726;0;3,7;34;4;0;0;9;473;636,8;436,8;551;162,2;0,4;20,7;"";5,4;0;3,5;100;FALSE;3;2529;2;39
"585";585;426;"Romain";"Saïss";"Wolves";"Defender";2,3;0,5;45;2;0;3;1597;466;0;2,8;12;6;0;0;5;214;316,8;65,7;126;50,7;0,5;10,7;"";4,2;0;4,1;100;FALSE;1;956;2;39
"586";586;427;"Ryan";"Bennett";"Wolves";"Defender";1,8;8,7;72;1;0;7;404;17991;0;2,6;33;10;0;0;1;383;466,8;122,5;128;71,8;0,4;17,1;"Suspended until 02 Apr";4,2;0;0;0;FALSE;0;2520;2;39
"587";587;428;"Danny";"Batth";"Wolves";"Defender";0;0,6;0;0;0;0;3;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Middlesbrough";4;0;0;0;FALSE;0;0;2;39
"588";588;429;"Roderick Jefferson";"Gonçalves Miranda";"Wolves";"Defender";0;0;0;0;0;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Olympiacos";4;0;0;0;FALSE;0;0;2;39
"589";589;430;"Conor";"Coady";"Wolves";"Defender";3;0,7;74;0;0;7;3092;453;0;2,5;36;5;0;0;5;467;462,4;23;0;48,4;0,7;16,4;"";4,5;0;5,5;NA;FALSE;1;2700;2;39
"590";590;431;"Rúben Gonçalo";"Silva Nascimento Vinagre";"Wolves";"Defender";1,5;0,1;19;0;0;1;27;21;0;1,5;8;1;0;0;0;103;107,6;95,9;57;26,1;0,3;4,4;"";4,3;0;2,5;100;FALSE;0;598;2;39
"591";591;432;"Diogo";"Jota";"Wolves";"Midfielder";5,3;4,5;101;6;7;7;56388;4145;0;4;20;8;0;0;9;301;399;317,9;576;129,3;0,9;16,6;"";6,1;0;10,1;100;FALSE;2;1667;3;39
"592";592;433;"Rúben Diogo";"da Silva Neves";"Wolves";"Midfielder";1,3;10,5;76;3;2;6;4241;3117;0;2,8;34;7;0;0;4;372;553,4;314,5;323;119,2;0,3;15,5;"";4,9;0;2,1;100;FALSE;1;2315;3;39
"593";593;434;"Ivan";"Cavaleiro";"Wolves";"Midfielder";0,8;0,1;44;3;1;1;29;41;0;2,3;9;1;0;0;3;149;193,6;300,4;148;63,5;0,2;8,5;"";5,2;0;1,1;100;FALSE;1;587;3;39
"594";594;435;"Hélder";"Costa";"Wolves";"Midfielder";0,3;0,4;50;1;2;5;198;222;0;2,2;18;3;0;0;0;135;162,2;262,5;278;70,5;0,1;10,6;"";4,7;0;0,1;100;FALSE;0;1312;3;39
"595";595;436;"Bright";"Enobakhare";"Wolves";"Midfielder";0;0,1;0;0;0;0;6;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Coventry City";4,3;0;0;0;FALSE;0;0;3;39
"596";596;437;"Raúl";"Jiménez";"Wolves";"Forward";7,3;32,9;153;12;8;10;84061;8560;0;5,1;31;3;0;0;27;524;716,2;545,4;1130;238,9;1,1;22,5;"";6,8;0;14,1;100;FALSE;2;2464;4;39
"597";597;438;"Bonatini Lohner Maia";"Bonatini";"Wolves";"Forward";0;0,3;10;0;1;0;3;109;0;1,4;0;0;0;0;0;19;24,6;30,9;90;13,6;0;2,2;"Season-long loan to Nottingham Forest";4,6;0;0;0;FALSE;0;130;4;39
"598";598;448;"Morgan";"Gibbs-White";"Wolves";"Midfielder";1,3;0,6;30;0;1;3;218;415;0;1,4;11;1;0;0;0;80;53,6;124,9;56;23,3;0,3;7;"";4,3;0;2,1;NA;FALSE;0;544;3;39
"599";599;449;"Rafa";"Mir";"Wolves";"Forward";0;0,1;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Las Palmas";4,5;0;0;0;FALSE;0;0;4;39
"600";600;454;"Rui Pedro";"dos Santos Patrício";"Wolves";"Goalkeeper";1,8;8,3;94;0;0;6;8022;3938;0;3,2;36;0;0;86;4;474;600,4;0;0;59,7;0,4;20,9;"";4,5;0;3,1;NA;FALSE;2;2610;1;39
"601";601;475;"João Filipe Iria";"Santos Moutinho";"Wolves";"Midfielder";2;6,6;98;1;7;7;9022;7880;0;3,3;29;2;0;0;11;468;637;861,3;60;156;0,4;18,5;"";5,3;0;3,5;NA;FALSE;1;2318;3;39
"602";602;483;"Jonathan";"Castro Otto";"Wolves";"Defender";1,5;3;74;1;1;6;5969;1957;0;3;30;5;0;0;5;352;414,8;323,9;276;101,7;0,3;17,2;"";4,3;0;2,5;100;FALSE;1;2159;2;39
"603";603;500;"Adama";"Traoré";"Wolves";"Midfielder";1,3;0,3;38;1;1;1;55;84;0;1,6;10;1;0;0;2;151;196;235,8;253;68,3;0,3;7,5;"";5,1;0;1,6;75;FALSE;0;759;3;39
"604";604;519;"Leander";"Dendoncker";"Wolves";"Midfielder";2;0,7;28;1;0;2;969;628;0;2,5;12;1;0;0;1;118;223;62,1;145;43;0,5;6,5;"";4,3;0;3,5;100;FALSE;0;850;3;39
"605";605;525;"Kortney";"Hause";"Wolves";"Defender";0;0,2;0;0;0;0;1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Aston Villa";4;0;0;0;FALSE;0;0;2;39
"606";606;555;"Ryan John";"Giles";"Wolves";"Midfielder";0;0;0;0;0;0;45;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;0;-0,5;NA;FALSE;0;0;3;39
"607";607;567;"Max";"Kilman";"Wolves";"Defender";0;0;0;0;0;0;64;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;-0,5;NA;FALSE;0;0;2;39
"608";608;596;"Cameron";"John";"Wolves";"Defender";0;0;0;0;0;0;134;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;-0,5;NA;FALSE;0;0;2;39
